Fecha_Inicial,Fecha_Fin,Latitud,Longitud,Comuna,Dia_Habil,Turno,Zona,Uso,Sexo,Casco_Conductor,Tipo_Distraccion,Cantidad_Ocupantes,Uso_Casco
2022-10-25 15:50:12,2022-10-25 15:53:06,-34.5915329,-58.4472785,14,Habil,Tarde,Occidente,Particular,Masculino,Si,Celular,1,Si
2022-10-25 09:13:46,2022-10-25 09:15:57,-34.5915329,-58.4472785,14,Habil,Mañana,Occidente,Particular,Femenino,Si,Celular,1,Si
2022-10-25 09:25:47,2022-10-25 09:30:36,-34.5915329,-58.4472785,14,Habil,Mañana,Occidente,Particular,Masculino,Si,Ninguno,1,Si
2022-10-25 09:54:47,2022-10-25 09:55:08,-34.5915329,-58.4472785,14,Habil,Mañana,Occidente,Particular,Masculino,Si,Ninguno,1,Si
2022-10-25 15:42:52,2022-10-25 15:44:02,-34.5915329,-58.4472785,14,Habil,Tarde,Occidente,Particular,Masculino,Si,Ninguno,1,Si
2022-10-25 09:15:57,2022-10-25 09:16:23,-34.5915329,-58.4472785,14,Habil,Mañana,Occidente,Particular,Masculino,Si,Celular,1,Si
2022-10-25 09:30:38,2022-10-25 09:31:16,-34.5915329,-58.4472785,14,Habil,Mañana,Occidente,Comercial,Masculino,Si,Ninguno,1,Si
2022-10-25 09:55:08,2022-10-25 09:55:51,-34.5915329,-58.4472785,14,Habil,Mañana,Occidente,Particular,Masculino,Si,Ninguno,2,Si
2022-10-25 15:44:03,2022-10-25 15:44:20,-34.5915329,-58.4472785,14,Habil,Tarde,Occidente,Particular,Masculino,Si,Ninguno,1,Si
2022-10-25 15:53:06,2022-10-25 15:54:30,-34.5915329,-58.4472785,14,Habil,Tarde,Occidente,Comercial,Masculino,Si,Fuma,1,Si
2022-10-25 09:16:23,2022-10-25 09:16:49,-34.5915329,-58.4472785,14,Habil,Mañana,Occidente,Comercial,Masculino,Si,Celular,1,Si
2022-10-25 09:31:17,2022-10-25 09:32:57,-34.5915329,-58.4472785,14,Habil,Mañana,Occidente,Particular,Masculino,Si,Celular,1,Si
2022-10-25 09:55:51,2022-10-25 09:56:10,-34.5915329,-58.4472785,14,Habil,Mañana,Occidente,Particular,Masculino,Si,Ninguno,1,Si
2022-10-25 15:54:31,2022-10-25 15:55:29,-34.5915329,-58.4472785,14,Habil,Tarde,Occidente,Particular,Masculino,Si,Ninguno,1,Si
2022-10-25 09:16:49,2022-10-25 09:18:58,-34.5915329,-58.4472785,14,Habil,Mañana,Occidente,Particular,Masculino,Si,Ninguno,1,Si
2022-10-25 09:32:57,2022-10-25 09:34:01,-34.5915329,-58.4472785,14,Habil,Mañana,Occidente,Comercial,Femenino,Si,Celular,1,Si
2022-10-25 09:56:10,2022-10-25 09:56:25,-34.5915329,-58.4472785,14,Habil,Mañana,Occidente,Comercial,Masculino,Si,Ninguno,1,Si
2022-10-25 15:44:21,2022-10-25 15:45:49,-34.5915329,-58.4472785,14,Habil,Tarde,Occidente,Particular,Femenino,Si,Ninguno,2,Si
2022-10-25 15:55:30,2022-10-25 15:55:48,-34.5915329,-58.4472785,14,Habil,Tarde,Occidente,Particular,Masculino,Si,Celular,1,Si
2022-10-25 09:18:58,2022-10-25 09:19:24,-34.5915329,-58.4472785,14,Habil,Mañana,Occidente,Particular,Masculino,Si,Celular,1,Si
2022-10-25 09:34:02,2022-10-25 09:34:53,-34.5915329,-58.4472785,14,Habil,Mañana,Occidente,Particular,Femenino,Si,Ninguno,1,Si
2022-10-25 15:55:49,2022-10-25 15:56:42,-34.5915329,-58.4472785,14,Habil,Tarde,Occidente,Particular,Femenino,Si,Ninguno,2,Si
2022-10-25 09:19:25,2022-10-25 09:19:44,-34.5915329,-58.4472785,14,Habil,Mañana,Occidente,Particular,Masculino,Si,Ninguno,1,Si
2022-10-25 09:34:54,2022-10-25 09:36:03,-34.5915329,-58.4472785,14,Habil,Mañana,Occidente,Particular,Masculino,Si,Celular,1,Si
2022-10-25 09:56:26,2022-10-25 09:57:01,-34.5915329,-58.4472785,14,Habil,Mañana,Occidente,Particular,Masculino,Si,Celular,2,Si
2022-10-25 15:45:50,2022-10-25 15:46:41,-34.5915329,-58.4472785,14,Habil,Tarde,Occidente,Particular,Masculino,Si,Celular,1,Si
2022-10-25 15:56:44,2022-10-25 15:57:05,-34.5915329,-58.4472785,14,Habil,Tarde,Occidente,Particular,Masculino,Si,Ninguno,1,Si
2022-10-25 09:19:44,2022-10-25 09:20:17,-34.5915329,-58.4472785,14,Habil,Mañana,Occidente,Particular,Masculino,Si,Celular,2,Si
2022-10-25 09:36:04,2022-10-25 09:37:02,-34.5915329,-58.4472785,14,Habil,Mañana,Occidente,Particular,Masculino,Si,Celular,1,Si
2022-10-25 15:46:41,2022-10-25 15:47:05,-34.5915329,-58.4472785,14,Habil,Tarde,Occidente,Particular,Masculino,Si,Ninguno,1,Si
2022-10-25 15:57:05,2022-10-25 15:57:32,-34.5915329,-58.4472785,14,Habil,Tarde,Occidente,Comercial,Masculino,Si,Ninguno,1,Si
2022-10-25 09:20:17,2022-10-25 09:20:30,-34.5915329,-58.4472785,14,Habil,Mañana,Occidente,Particular,Masculino,Si,Celular,1,Si
2022-10-25 09:37:02,2022-10-25 09:37:42,-34.5915329,-58.4472785,14,Habil,Mañana,Occidente,Particular,Femenino,Si,Fuma,1,Si
2022-10-25 09:57:02,2022-10-25 09:57:44,-34.5915329,-58.4472785,14,Habil,Mañana,Occidente,Particular,Masculino,Si,Ninguno,1,Si
2022-10-25 15:47:05,2022-10-25 15:47:45,-34.5915329,-58.4472785,14,Habil,Tarde,Occidente,Particular,Masculino,Si,Ninguno,1,Si
2022-10-25 15:57:32,2022-10-25 15:57:49,-34.5915329,-58.4472785,14,Habil,Tarde,Occidente,Particular,Femenino,Si,Ninguno,1,Si
2022-10-25 09:20:30,2022-10-25 09:20:51,-34.5915329,-58.4472785,14,Habil,Mañana,Occidente,Particular,Femenino,Si,Ninguno,1,Si
2022-10-25 09:37:42,2022-10-25 09:39:17,-34.5915329,-58.4472785,14,Habil,Mañana,Occidente,Comercial,Masculino,Si,Ninguno,1,Si
2022-10-25 09:57:45,2022-10-25 09:58:09,-34.5915329,-58.4472785,14,Habil,Mañana,Occidente,Particular,Masculino,Si,Ninguno,2,Si
2022-10-25 15:47:45,2022-10-25 15:47:56,-34.5915329,-58.4472785,14,Habil,Tarde,Occidente,Particular,Masculino,Si,Celular,1,Si
2022-10-25 15:57:49,2022-10-25 15:58:45,-34.5915329,-58.4472785,14,Habil,Tarde,Occidente,Particular,Masculino,Si,Ninguno,1,Si
2022-10-25 09:39:17,2022-10-25 09:40:01,-34.5915329,-58.4472785,14,Habil,Mañana,Occidente,Particular,Masculino,Si,Ninguno,1,Si
2022-10-25 09:58:10,2022-10-25 09:58:27,-34.5915329,-58.4472785,14,Habil,Mañana,Occidente,Particular,Masculino,Si,Ninguno,1,Si
2022-10-25 15:47:57,2022-10-25 15:48:24,-34.5915329,-58.4472785,14,Habil,Tarde,Occidente,Comercial,Masculino,Si,Celular,1,Si
2022-10-25 15:58:46,2022-10-25 15:59:13,-34.5915329,-58.4472785,14,Habil,Tarde,Occidente,Particular,Femenino,Si,Ninguno,1,Si
2022-10-25 09:40:02,2022-10-25 09:40:50,-34.5915329,-58.4472785,14,Habil,Mañana,Occidente,Particular,Masculino,Si,Ninguno,1,Si
2022-10-25 09:58:27,2022-10-25 09:58:57,-34.5915329,-58.4472785,14,Habil,Mañana,Occidente,Particular,Masculino,Si,Celular,1,Si
2022-10-25 15:59:14,2022-10-25 15:59:57,-34.5915329,-58.4472785,14,Habil,Tarde,Occidente,Particular,Masculino,Si,Ninguno,1,Si
2022-10-25 09:40:51,2022-10-25 09:41:17,-34.5915329,-58.4472785,14,Habil,Mañana,Occidente,Comercial,Masculino,Si,Ninguno,1,Si
2022-10-25 09:58:58,2022-10-25 09:59:15,-34.5915329,-58.4472785,14,Habil,Mañana,Occidente,Particular,Femenino,No,Celular,1,No
2022-10-25 15:48:25,2022-10-25 15:49:41,-34.5915329,-58.4472785,14,Habil,Tarde,Occidente,Particular,Masculino,Si,Ninguno,1,Si
2022-10-25 15:59:57,2022-10-25 16:00:34,-34.5915329,-58.4472785,14,Habil,Tarde,Occidente,Particular,Femenino,Si,Ninguno,1,Si
2022-10-25 09:41:18,2022-10-25 09:42:47,-34.5915329,-58.4472785,14,Habil,Mañana,Occidente,Comercial,Masculino,Si,Ninguno,1,Si
2022-10-25 16:00:34,2022-10-25 16:00:56,-34.5915329,-58.4472785,14,Habil,Tarde,Occidente,Comercial,Masculino,Si,Celular,1,Si
2022-10-25 09:42:49,2022-10-25 09:43:08,-34.5915329,-58.4472785,14,Habil,Mañana,Occidente,Comercial,Masculino,Si,Ninguno,1,Si
2022-10-25 09:59:15,2022-10-25 09:59:40,-34.5915329,-58.4472785,14,Habil,Mañana,Occidente,Particular,Femenino,Si,Ninguno,1,Si
2022-10-25 16:00:57,2022-10-25 16:01:32,-34.5915329,-58.4472785,14,Habil,Tarde,Occidente,Particular,Femenino,Si,Ninguno,2,Si
2022-10-25 09:43:10,2022-10-25 09:43:40,-34.5915329,-58.4472785,14,Habil,Mañana,Occidente,Comercial,Masculino,Si,Ninguno,1,Si
2022-10-25 09:59:40,2022-10-25 09:59:59,-34.5915329,-58.4472785,14,Habil,Mañana,Occidente,Particular,Masculino,Si,Ninguno,1,Si
2022-10-25 16:01:33,2022-10-25 16:02:27,-34.5915329,-58.4472785,14,Habil,Tarde,Occidente,Particular,Masculino,Si,Celular,1,Si
2022-10-25 09:43:40,2022-10-25 09:44:46,-34.5915329,-58.4472785,14,Habil,Mañana,Occidente,Particular,Masculino,Si,Ninguno,1,Si
2022-10-25 16:02:27,2022-10-25 16:03:00,-34.5915329,-58.4472785,14,Habil,Tarde,Occidente,Particular,Masculino,Si,Ninguno,1,Si
2022-10-25 09:44:47,2022-10-25 09:45:32,-34.5915329,-58.4472785,14,Habil,Mañana,Occidente,Particular,Femenino,Si,Celular,1,Si
2022-10-25 10:00:00,2022-10-25 10:00:47,-34.5915329,-58.4472785,14,Habil,Mañana,Occidente,Particular,Masculino,Si,Ninguno,1,Si
2022-10-25 16:03:00,2022-10-25 16:03:26,-34.5915329,-58.4472785,14,Habil,Tarde,Occidente,Particular,Masculino,Si,Ninguno,1,Si
2022-10-25 09:45:32,2022-10-25 09:46:16,-34.5915329,-58.4472785,14,Habil,Mañana,Occidente,Comercial,Femenino,Si,Ninguno,1,Si
2022-10-25 16:03:27,2022-10-25 16:04:05,-34.5915329,-58.4472785,14,Habil,Tarde,Occidente,Particular,Femenino,Si,Ninguno,1,Si
2022-10-25 09:46:17,2022-10-25 09:47:51,-34.5915329,-58.4472785,14,Habil,Mañana,Occidente,Particular,Femenino,Si,Ninguno,1,Si
2022-10-25 16:04:05,2022-10-25 16:04:53,-34.5915329,-58.4472785,14,Habil,Tarde,Occidente,Particular,Masculino,Si,Celular,1,Si
2022-10-25 09:50:31,2022-10-25 09:50:49,-34.5915329,-58.4472785,14,Habil,Mañana,Occidente,Comercial,Masculino,Si,Ninguno,1,Si
2022-10-25 16:04:53,2022-10-25 16:05:49,-34.5915329,-58.4472785,14,Habil,Tarde,Occidente,Particular,Femenino,Si,Ninguno,1,Si
2022-10-25 09:50:49,2022-10-25 09:52:33,-34.5915329,-58.4472785,14,Habil,Mañana,Occidente,Particular,Masculino,Si,Ninguno,2,Si
2022-10-25 16:05:49,2022-10-25 16:06:29,-34.5915329,-58.4472785,14,Habil,Tarde,Occidente,Comercial,Masculino,Si,Celular,1,Si
2022-10-25 09:52:33,2022-10-25 09:52:57,-34.5915329,-58.4472785,14,Habil,Mañana,Occidente,Particular,Masculino,Si,Ninguno,1,Si
2022-10-25 16:06:29,2022-10-25 16:07:45,-34.5915329,-58.4472785,14,Habil,Tarde,Occidente,Particular,Masculino,Si,Ninguno,1,Si
2022-10-25 09:52:57,2022-10-25 09:54:12,-34.5915329,-58.4472785,14,Habil,Mañana,Occidente,Particular,Masculino,Si,Ninguno,1,Si
2022-10-25 16:07:46,2022-10-25 16:09:31,-34.5915329,-58.4472785,14,Habil,Tarde,Occidente,Particular,Femenino,Si,Ninguno,1,Si
2022-10-25 16:09:31,2022-10-25 16:10:08,-34.5915329,-58.4472785,14,Habil,Tarde,Occidente,Comercial,Femenino,Si,Celular,1,Si
2022-10-25 16:10:10,2022-10-25 16:10:38,-34.5915329,-58.4472785,14,Habil,Tarde,Occidente,Particular,Femenino,Si,Ninguno,1,Si
2022-10-25 16:10:39,2022-10-25 16:10:57,-34.5915329,-58.4472785,14,Habil,Tarde,Occidente,Particular,Masculino,Si,Ninguno,1,Si
2022-10-25 16:10:58,2022-10-25 16:12:12,-34.5915329,-58.4472785,14,Habil,Tarde,Occidente,Particular,Masculino,Si,Celular,1,Si
2022-10-25 16:19:12,2022-10-25 16:19:56,-34.5915329,-58.4472785,14,Habil,Tarde,Occidente,Particular,Masculino,Si,Ninguno,1,Si
2022-10-25 16:19:56,2022-10-25 16:20:28,-34.5915329,-58.4472785,14,Habil,Tarde,Occidente,Particular,Masculino,Si,Ninguno,1,Si
2022-10-25 16:20:29,2022-10-25 16:21:10,-34.5915329,-58.4472785,14,Habil,Tarde,Occidente,Particular,Masculino,Si,Ninguno,1,Si
2022-10-25 16:21:11,2022-10-25 16:21:23,-34.5915329,-58.4472785,14,Habil,Tarde,Occidente,Particular,Masculino,Si,Celular,1,Si
2022-10-25 16:21:23,2022-10-25 16:23:22,-34.5915329,-58.4472785,14,Habil,Tarde,Occidente,Particular,Masculino,Si,Ninguno,1,Si
2022-10-25 16:23:23,2022-10-25 16:24:29,-34.5915329,-58.4472785,14,Habil,Tarde,Occidente,Comercial,Femenino,Si,Ninguno,1,Si
2022-10-25 16:24:30,2022-10-25 16:25:21,-34.5915329,-58.4472785,14,Habil,Tarde,Occidente,Particular,Masculino,Si,Ninguno,1,Si
2022-10-25 16:25:21,2022-10-25 16:25:57,-34.5915329,-58.4472785,14,Habil,Tarde,Occidente,Particular,Femenino,Si,Ninguno,1,Si
2022-10-25 16:25:57,2022-10-25 16:26:55,-34.5915329,-58.4472785,14,Habil,Tarde,Occidente,Particular,Femenino,Si,Ninguno,1,Si
2022-10-25 16:26:55,2022-10-25 16:27:45,-34.5915329,-58.4472785,14,Habil,Tarde,Occidente,Particular,Femenino,Si,Celular,1,Si
2022-10-25 16:27:46,2022-10-25 16:28:28,-34.5915329,-58.4472785,14,Habil,Tarde,Occidente,Comercial,Masculino,Si,Ninguno,1,Si
2022-10-25 16:28:29,2022-10-25 16:29:02,-34.5915329,-58.4472785,14,Habil,Tarde,Occidente,Particular,Masculino,Si,Celular,1,Si
2022-10-25 16:29:03,2022-10-25 16:29:53,-34.5915329,-58.4472785,14,Habil,Tarde,Occidente,Particular,Masculino,Si,Ninguno,1,Si
2022-10-25 16:29:53,2022-10-25 16:30:21,-34.5915329,-58.4472785,14,Habil,Tarde,Occidente,Comercial,Masculino,Si,Celular,1,Si
2022-10-25 16:30:22,2022-10-25 16:31:22,-34.5915329,-58.4472785,14,Habil,Tarde,Occidente,Particular,Masculino,Si,Celular,2,Si
2022-10-25 15:53:16,2022-10-25 15:59:06,-37.3123875,-59.9776422,0,Habil,Tarde,Sur,Particular,Masculino,Si,Ninguno,1,Si
2022-10-25 15:59:06,2022-10-25 16:10:08,-37.3123875,-59.9776422,0,Habil,Tarde,Sur,Comercial,Masculino,Si,Ninguno,1,Si
2022-10-25 16:10:08,2022-10-25 16:23:42,-37.3123875,-59.9776422,0,Habil,Tarde,Sur,Particular,Masculino,Si,Ninguno,1,Si
2022-10-25 16:23:43,2022-10-25 16:33:28,-37.3123875,-59.9776422,0,Habil,Tarde,Sur,Particular,Femenino,Si,Ninguno,1,Si
2022-10-25 16:33:29,2022-10-25 16:37:02,-37.3123875,-59.9776422,0,Habil,Tarde,Sur,Comercial,Masculino,Si,Ninguno,1,Si
2022-10-25 08:19:26,2022-10-25 09:07:37,-34.6186547,-58.4755235,11,Habil,Mañana,Occidente,Particular,Masculino,Si,Ninguno,1,Si
2022-11-02 15:34:00,2022-11-02 15:34:00,-34.6186547,-58.4755235,11,Habil,Tarde,Occidente,Particular,Masculino,Si,Celular,1,Si
2022-10-25 09:07:39,2022-10-25 09:08:47,-34.6186547,-58.4755235,11,Habil,Mañana,Occidente,Particular,Masculino,Si,Ninguno,1,Si
2022-11-02 15:34:00,2022-11-02 15:37:00,-34.6186547,-58.4755235,11,Habil,Tarde,Occidente,Particular,Masculino,Si,Ninguno,1,Si
2022-10-25 09:08:47,2022-10-25 09:09:16,-34.6186547,-58.4755235,11,Habil,Mañana,Occidente,Particular,Femenino,Si,Ninguno,1,Si
2022-11-02 15:37:00,2022-11-02 15:38:00,-34.6186547,-58.4755235,11,Habil,Tarde,Occidente,Comercial,Masculino,Si,Ninguno,1,Si
2022-10-25 09:09:18,2022-10-25 09:13:48,-34.6186547,-58.4755235,11,Habil,Mañana,Occidente,Particular,Masculino,Si,Ninguno,1,Si
2022-11-02 15:38:00,2022-11-02 15:38:00,-34.6186547,-58.4755235,11,Habil,Tarde,Occidente,Comercial,Masculino,No,Celular,2,No
2022-10-25 09:13:49,2022-10-25 09:22:42,-34.6186547,-58.4755235,11,Habil,Mañana,Occidente,Particular,Masculino,Si,Ninguno,2,Si
2022-11-02 15:38:00,2022-11-02 15:39:00,-34.6186547,-58.4755235,11,Habil,Tarde,Occidente,Particular,Masculino,Si,Ninguno,1,Si
2022-10-25 09:22:43,2022-10-25 09:25:47,-34.6186547,-58.4755235,11,Habil,Mañana,Occidente,Comercial,Masculino,No,Celular,1,No
2022-11-02 15:39:00,2022-11-02 15:43:00,-34.6186547,-58.4755235,11,Habil,Tarde,Occidente,Comercial,Masculino,Si,Celular,1,Si
2022-10-25 09:25:47,2022-10-25 09:26:05,-34.6186547,-58.4755235,11,Habil,Mañana,Occidente,Particular,Masculino,SD,Ninguno,1,No
2022-11-02 15:43:00,2022-11-02 15:44:00,-34.6186547,-58.4755235,11,Habil,Tarde,Occidente,Particular,Masculino,Si,Fuma,1,Si
2022-10-25 09:26:06,2022-10-25 09:27:42,-34.6186547,-58.4755235,11,Habil,Mañana,Occidente,Particular,Masculino,Si,Ninguno,1,Si
2022-11-02 15:44:00,2022-11-02 15:44:00,-34.6186547,-58.4755235,11,Habil,Tarde,Occidente,Comercial,Masculino,No,Ninguno,1,No
2022-10-25 09:27:49,2022-10-25 09:27:55,-34.6186547,-58.4755235,11,Habil,Mañana,Occidente,Particular,Masculino,Si,Ninguno,1,Si
2022-11-02 15:44:00,2022-11-02 15:44:00,-34.6186547,-58.4755235,11,Habil,Tarde,Occidente,Comercial,Masculino,No,Ninguno,1,No
2022-10-25 09:27:57,2022-10-25 09:28:32,-34.6186547,-58.4755235,11,Habil,Mañana,Occidente,Particular,Masculino,No,Ninguno,1,No
2022-11-02 15:44:00,2022-11-02 15:44:00,-34.6186547,-58.4755235,11,Habil,Tarde,Occidente,Particular,Masculino,SD,Ninguno,2,No
2022-10-25 09:28:34,2022-10-25 09:29:19,-34.6186547,-58.4755235,11,Habil,Mañana,Occidente,Comercial,Masculino,No,Celular,1,No
2022-11-02 15:44:00,2022-11-02 15:47:00,-34.6186547,-58.4755235,11,Habil,Tarde,Occidente,Particular,Femenino,Si,Ninguno,1,Si
2022-11-02 15:47:00,2022-11-02 15:48:00,-34.6186547,-58.4755235,11,Habil,Tarde,Occidente,Particular,Femenino,Si,Ninguno,1,Si
2022-10-25 09:29:19,2022-10-25 09:30:03,-34.6186547,-58.4755235,11,Habil,Mañana,Occidente,Comercial,Masculino,No,Celular,1,No
2022-11-02 15:49:00,2022-11-02 15:50:00,-34.6186547,-58.4755235,11,Habil,Tarde,Occidente,Comercial,Masculino,No,Celular,1,No
2022-10-25 09:30:03,2022-10-25 09:30:53,-34.6186547,-58.4755235,11,Habil,Mañana,Occidente,Particular,Masculino,Si,Ninguno,1,Si
2022-11-02 15:50:00,2022-11-02 15:56:00,-34.6186547,-58.4755235,11,Habil,Tarde,Occidente,Particular,Masculino,Si,Ninguno,1,Si
2022-10-25 09:30:56,2022-10-25 09:36:11,-34.6186547,-58.4755235,11,Habil,Mañana,Occidente,Comercial,Masculino,SD,Celular,1,No
2022-11-02 15:56:00,2022-11-02 15:57:00,-34.6186547,-58.4755235,11,Habil,Tarde,Occidente,Particular,Masculino,Si,Ninguno,1,Si
2022-10-25 09:36:12,2022-10-25 09:48:38,-34.6186547,-58.4755235,11,Habil,Mañana,Occidente,Particular,Masculino,Si,Ninguno,1,Si
2022-11-02 15:57:00,2022-11-02 16:00:00,-34.6186547,-58.4755235,11,Habil,Tarde,Occidente,Particular,Masculino,Si,Ninguno,1,Si
2022-10-25 09:48:38,2022-10-25 09:49:25,-34.6186547,-58.4755235,11,Habil,Mañana,Occidente,Particular,Masculino,Si,Ninguno,1,Si
2022-11-02 16:00:00,2022-11-02 16:00:00,-34.6186547,-58.4755235,11,Habil,Tarde,Occidente,Particular,Masculino,Si,Ninguno,1,Si
2022-10-25 09:49:29,2022-10-25 09:49:37,-34.6186547,-58.4755235,11,Habil,Mañana,Occidente,Particular,Masculino,Si,Ninguno,1,Si
2022-11-02 16:00:00,2022-11-02 16:00:00,-34.6186547,-58.4755235,11,Habil,Tarde,Occidente,Particular,Masculino,Si,Ninguno,1,Si
2022-10-25 09:49:39,2022-10-25 09:54:05,-34.6186547,-58.4755235,11,Habil,Mañana,Occidente,Particular,Masculino,Si,Ninguno,1,Si
2022-11-02 16:00:00,2022-11-02 16:00:00,-34.6186547,-58.4755235,11,Habil,Tarde,Occidente,Particular,Masculino,Si,Ninguno,1,Si
2022-10-25 09:54:07,2022-10-25 09:54:20,-34.6186547,-58.4755235,11,Habil,Mañana,Occidente,Particular,Masculino,Si,Ninguno,1,Si
2022-10-25 09:54:21,2022-10-25 09:55:20,-34.6186547,-58.4755235,11,Habil,Mañana,Occidente,Particular,Masculino,Si,Ninguno,1,Si
2022-10-25 09:55:21,2022-10-25 09:55:35,-34.6186547,-58.4755235,11,Habil,Mañana,Occidente,Particular,Masculino,Si,Ninguno,2,Si
2022-11-02 16:00:00,2022-11-02 16:01:00,-34.6186547,-58.4755235,11,Habil,Tarde,Occidente,Particular,Masculino,Si,Ninguno,1,Si
2022-10-25 09:55:36,2022-10-25 09:56:02,-34.6186547,-58.4755235,11,Habil,Mañana,Occidente,Particular,SD,Si,Ninguno,1,Si
2022-11-02 16:01:00,2022-11-02 16:10:00,-34.6186547,-58.4755235,11,Habil,Tarde,Occidente,Particular,Masculino,Si,Ninguno,2,Si
2022-10-25 09:56:04,2022-10-25 09:57:38,-34.6186547,-58.4755235,11,Habil,Mañana,Occidente,Comercial,Masculino,SD,Ninguno,1,No
2022-11-02 16:10:00,2022-11-02 16:15:00,-34.6186547,-58.4755235,11,Habil,Tarde,Occidente,Particular,Masculino,No,Ninguno,2,No
2022-10-25 09:58:53,2022-10-25 10:02:25,-34.6186547,-58.4755235,11,Habil,Mañana,Occidente,Particular,Masculino,Si,Ninguno,1,Si
2022-11-02 16:15:00,2022-11-02 16:16:00,-34.6186547,-58.4755235,11,Habil,Tarde,Occidente,Particular,Masculino,Si,Ninguno,1,Si
2022-11-02 16:16:00,2022-11-02 16:18:00,-34.6186547,-58.4755235,11,Habil,Tarde,Occidente,Particular,Masculino,Si,Ninguno,1,Si
2022-11-02 16:18:00,2022-11-02 16:19:00,-34.6186547,-58.4755235,11,Habil,Tarde,Occidente,Particular,Masculino,Si,Ninguno,1,Si
2022-11-02 16:19:00,2022-11-02 16:19:00,-34.6186547,-58.4755235,11,Habil,Tarde,Occidente,Comercial,Masculino,Si,Ninguno,1,Si
2022-11-02 16:19:00,2022-11-02 16:22:00,-34.6186547,-58.4755235,11,Habil,Tarde,Occidente,Particular,Masculino,Si,Ninguno,2,Si
2022-11-02 16:22:00,2022-11-02 16:22:00,-34.6186547,-58.4755235,11,Habil,Tarde,Occidente,Particular,Masculino,SD,Ninguno,1,No
2022-11-02 16:22:00,2022-11-02 16:24:00,-34.6186547,-58.4755235,11,Habil,Tarde,Occidente,Comercial,Masculino,No,Ninguno,1,No
2022-11-02 16:24:00,2022-11-02 16:27:00,-34.6186547,-58.4755235,11,Habil,Tarde,Occidente,Particular,Masculino,Si,Ninguno,1,Si
2022-11-02 16:27:00,2022-11-02 16:29:00,-34.6186547,-58.4755235,11,Habil,Tarde,Occidente,Comercial,Masculino,Si,Ninguno,1,Si
2022-11-02 16:29:00,2022-11-02 16:31:00,-34.6186547,-58.4755235,11,Habil,Tarde,Occidente,Particular,Masculino,Si,Ninguno,1,Si
2022-11-02 16:31:00,2022-11-02 16:31:00,-34.6186547,-58.4755235,11,Habil,Tarde,Occidente,Particular,Masculino,Si,Ninguno,1,Si
2022-10-25 08:56:21,2022-10-25 08:56:37,-36.85996605,-60.257079355691076,0,Habil,Mañana,Centro,Particular,Masculino,Si,Ninguno,1,Si
2022-10-25 08:56:38,2022-10-25 08:56:54,-36.85996605,-60.257079355691076,0,Habil,Mañana,Centro,Particular,Masculino,Si,Ninguno,1,Si
2022-10-25 08:56:55,2022-10-25 09:00:48,-36.85996605,-60.257079355691076,0,Habil,Mañana,Centro,Particular,Masculino,Si,Ninguno,1,Si
2022-10-25 09:00:50,2022-10-25 09:05:59,-36.85996605,-60.257079355691076,0,Habil,Mañana,Centro,Particular,Masculino,Si,Ninguno,1,Si
2022-10-25 09:06:02,2022-10-25 09:06:20,-36.85996605,-60.257079355691076,0,Habil,Mañana,Centro,Particular,Masculino,Si,Ninguno,1,Si
2022-10-25 09:06:22,2022-10-25 09:08:04,-36.85996605,-60.257079355691076,0,Habil,Mañana,Centro,Particular,Masculino,No,Ninguno,1,No
2022-10-25 09:08:04,2022-10-25 09:14:13,-36.85996605,-60.257079355691076,0,Habil,Mañana,Centro,Particular,Masculino,Si,Celular,1,Si
2022-10-25 09:14:14,2022-10-25 09:24:43,-36.85996605,-60.257079355691076,0,Habil,Mañana,Centro,Particular,Masculino,Si,Celular,1,Si
2022-10-25 09:24:50,2022-10-25 09:26:00,-36.85996605,-60.257079355691076,0,Habil,Mañana,Centro,Particular,Masculino,Si,Ninguno,1,Si
2022-10-25 09:26:01,2022-10-25 09:26:21,-36.85996605,-60.257079355691076,0,Habil,Mañana,Centro,Particular,Masculino,Si,Ninguno,1,Si
2022-10-25 09:26:22,2022-10-25 09:33:47,-36.85996605,-60.257079355691076,0,Habil,Mañana,Centro,Particular,Masculino,Si,Ninguno,1,Si
2022-10-25 09:33:47,2022-10-25 09:42:28,-36.85996605,-60.257079355691076,0,Habil,Mañana,Centro,Particular,Masculino,Si,Ninguno,1,Si
2022-10-25 09:42:29,2022-10-25 09:44:46,-36.85996605,-60.257079355691076,0,Habil,Mañana,Centro,Particular,Masculino,Si,Celular,1,Si
2022-10-25 09:44:47,2022-10-25 09:48:14,-36.85996605,-60.257079355691076,0,Habil,Mañana,Centro,Particular,Masculino,Si,Ninguno,1,Si
2022-10-25 09:48:14,2022-10-25 09:58:46,-36.85996605,-60.257079355691076,0,Habil,Mañana,Centro,Particular,Masculino,Si,Ninguno,1,Si
2022-10-25 09:58:48,2022-10-25 09:59:01,-36.85996605,-60.257079355691076,0,Habil,Mañana,Centro,Particular,Masculino,Si,Celular,1,Si
2022-10-25 08:56:44,2022-10-25 09:00:53,-34.5025614,-58.4819801,0,Habil,Mañana,Centro,Particular,Masculino,Si,Ninguno,1,Si
2022-10-25 09:00:55,2022-10-25 09:05:18,-34.5025614,-58.4819801,0,Habil,Mañana,Centro,Particular,Masculino,Si,Ninguno,1,Si
